Index, PC, Target, State Machine, Prediction, Busy
 501, 004007D4, 0040BA08, 00, Taken, true
 502, 00000000, 00000000, 00, Taken, false
 503, 004037DC, 004037EC, 00, Taken, true
 504, 00000000, 00000000, 00, Taken, false
 505, 00000000, 00000000, 00, Taken, false
 506, 00000000, 00000000, 00, Taken, false
 507, 004127EC, 004127F8, 00, Taken, true
 508, 004007F0, 0040C378, 00, Taken, true
 509, 004037F4, 00403800, 01, Taken, true
 510, 00000000, 00000000, 00, Taken, false
 511, 004037FC, 00403830, 00, Taken, true
 512, 00000000, 00000000, 00, Taken, false
 513, 00000000, 00000000, 00, Taken, false
 514, 00403808, 00403830, 00, Taken, true
 515, 00000000, 00000000, 00, Taken, false
 516, 00000000, 00000000, 00, Taken, false
 517, 00412814, 00411FB0, 01, Taken, true
 518, 00400818, 00403CDC, 00, Taken, true
 519, 00000000, 00000000, 00, Taken, false
 520, 00000000, 00000000, 00, Taken, false
 521, 0040E824, 004026DC, 01, Taken, true
 522, 00000000, 00000000, 00, Taken, false
 523, 00000000, 00000000, 00, Taken, false
 524, 00000000, 00000000, 00, Taken, false
 525, 00000000, 00000000, 00, Taken, false
 526, 00401838, 0040C170, 01, Taken, true
 527, 0040383C, 00403374, 00, Taken, true
 528, 00000000, 00000000, 00, Taken, false
 529, 00000000, 00000000, 00, Taken, false
 530, 00401848, 00401854, 01, Taken, true
 531, 00000000, 00000000, 00, Taken, false
 532, 00000000, 00000000, 00, Taken, false
 533, 00000000, 00000000, 00, Taken, false
 534, 00401858, 0040BA08, 01, Taken, true
 535, 00000000, 00000000, 00, Taken, false
 536, 0040F860, 0040F874, 00, Taken, true
 537, 00408864, 004088AC, 00, Taken, true
 538, 00000000, 00000000, 00, Taken, false
 539, 0040A86C, 00402D00, 00, Taken, true
 540, 00000000, 00000000, 00, Taken, false
 541, 00411874, 00411880, 00, Taken, true
 542, 0040A878, 0040AA6C, 00, Taken, true
 543, 00000000, 00000000, 00, Taken, false
 544, 00405880, 0040E90C, 00, Taken, true
 545, 00000000, 00000000, 00, Taken, false
 546, 00411888, 004118BC, 01, Taken, true
 547, 0040188C, 0040269C, 01, Taken, true
 548, 00000000, 00000000, 00, Taken, false
 549, 00000000, 00000000, 00, Taken, false
 550, 0040F898, 0040F8A8, 00, Taken, true
 551, 0040A89C, 00403B44, 00, Taken, true
 552, 00000000, 00000000, 00, Taken, false
 553, 00000000, 00000000, 00, Taken, false
 554, 00000000, 00000000, 00, Taken, false
 555, 00000000, 00000000, 00, Taken, false
 556, 004088B0, 004089DC, 00, Taken, true
 557, 004118B4, 00411890, 01, Taken, true
 558, 004098B8, 0040C0E0, 01, Taken, true
 559, 00000000, 00000000, 00, Taken, false
 560, 00000000, 00000000, 00, Taken, false
 561, 004018C4, 0040B9A0, 00, Taken, true
 562, 004098C8, 0040C0E0, 01, Taken, true
 563, 00000000, 00000000, 00, Taken, false
 564, 004018D0, 0040BD4C, 00, Taken, true
 565, 004118D4, 004118CC, 01, Taken, true
 566, 00000000, 00000000, 00, Taken, false
 567, 004018DC, 0040590C, 00, Taken, true
 568, 00000000, 00000000, 00, Taken, false
 569, 00000000, 00000000, 00, Taken, false
 570, 0040A8E8, 00404518, 00, Taken, true
 571, 00000000, 00000000, 00, Taken, false
 572, 004098F0, 00408A50, 01, Taken, true
 573, 0040F8F4, 0040F90C, 01, Taken, true
 574, 004118F8, 0040F240, 00, Taken, true
 575, 00000000, 00000000, 00, Taken, false
 576, 00000000, 00000000, 00, Taken, false
 577, 0040A904, 0040BA08, 00, Taken, true
 578, 00409908, 00408A50, 01, Taken, true
 579, 00000000, 00000000, 00, Taken, false
 580, 00407910, 0040B9A0, 00, Taken, true
 581, 00411914, 00411928, 00, Taken, true
 582, 00000000, 00000000, 00, Taken, false
 583, 0040A91C, 004051EC, 00, Taken, true
 584, 0040F920, 0040F958, 00, Taken, true
 585, 00000000, 00000000, 00, Taken, false
 586, 00409928, 00408ADC, 01, Taken, true
 587, 00000000, 00000000, 00, Taken, false
 588, 00000000, 00000000, 00, Taken, false
 589, 0040A934, 0040A958, 11, NT   , true
 590, 0040E938, 0040E940, 01, Taken, true
 591, 00000000, 00000000, 00, Taken, false
 592, 0040A940, 004051EC, 00, Taken, true
 593, 00411944, 00411958, 00, Taken, true
 594, 0040E948, 004026DC, 00, Taken, true
 595, 0040394C, 0040396C, 01, Taken, true
 596, 0040A950, 0040A93C, 01, Taken, true
 597, 00000000, 00000000, 00, Taken, false
 598, 00000000, 00000000, 00, Taken, false
 599, 0040995C, 00408ADC, 01, Taken, true
 600, 00000000, 00000000, 00, Taken, false
 601, 00411964, 004119A8, 00, Taken, true
 602, 00409968, 00408ADC, 01, Taken, true
 603, 00000000, 00000000, 00, Taken, false
 604, 0040A970, 00403B44, 00, Taken, true
 605, 00000000, 00000000, 00, Taken, false
 606, 00405978, 0040598C, 01, Taken, true
 607, 00000000, 00000000, 00, Taken, false
 608, 0040B980, 00402EDC, 00, Taken, true
 609, 00000000, 00000000, 00, Taken, false
 610, 00405988, 0040584C, 00, Taken, true
 611, 0040998C, 00408B30, 01, Taken, true
 612, 00407990, 004079BC, 00, Taken, true
 613, 00000000, 00000000, 00, Taken, false
 614, 00000000, 00000000, 00, Taken, false
 615, 0040B99C, 00404EFC, 00, Taken, true
 616, 004079A0, 004079BC, 00, Taken, true
 617, 00000000, 00000000, 00, Taken, false
 618, 004059A8, 0040596C, 00, Taken, true
 619, 00000000, 00000000, 00, Taken, false
 620, 004039B0, 004039BC, 11, NT   , true
 621, 0040F9B4, 0040F9D0, 00, Taken, true
 622, 004039B8, 004039D4, 00, Taken, true
 623, 004119BC, 004119F4, 00, Taken, true
 624, 00000000, 00000000, 00, Taken, false
 625, 00000000, 00000000, 00, Taken, false
 626, 0040B9C8, 0040B9EC, 00, Taken, true
 627, 00000000, 00000000, 00, Taken, false
 628, 00000000, 00000000, 00, Taken, false
 629, 00000000, 00000000, 00, Taken, false
 630, 004079D8, 0040B9A0, 00, Taken, true
 631, 004039DC, 004039FC, 00, Taken, true
 632, 00000000, 00000000, 00, Taken, false
 633, 00000000, 00000000, 00, Taken, false
 634, 00000000, 00000000, 00, Taken, false
 635, 00000000, 00000000, 00, Taken, false
 636, 004099F0, 00408B30, 01, Taken, true
 637, 00000000, 00000000, 00, Taken, false
 638, 00000000, 00000000, 00, Taken, false
 639, 00000000, 00000000, 00, Taken, false
 640, 00408A00, 00408618, 00, Taken, true
 641, 0040BA04, 0040BAB8, 00, Taken, true
 642, 00409A08, 00408B30, 01, Taken, true
 643, 00000000, 00000000, 00, Taken, false
 644, 00000000, 00000000, 00, Taken, false
 645, 00411A14, 00411A24, 01, Taken, true
 646, 0040BA18, 0040B9A0, 00, Taken, true
 647, 00000000, 00000000, 00, Taken, false
 648, 00411A20, 00411A60, 01, Taken, true
 649, 0040FA24, 0040B360, 00, Taken, true
 650, 0040BA28, 0040BA5C, 11, NT   , true
 651, 00000000, 00000000, 00, Taken, false
 652, 00000000, 00000000, 00, Taken, false
 653, 00000000, 00000000, 00, Taken, false
 654, 00403A38, 00403A4C, 00, Taken, true
 655, 00411A3C, 00411A60, 01, Taken, true
 656, 00403A40, 00403C08, 00, Taken, true
 657, 00000000, 00000000, 00, Taken, false
 658, 00403A48, 00403A70, 00, Taken, true
 659, 00000000, 00000000, 00, Taken, false
 660, 00403A50, 00403A70, 11, NT   , true
 661, 00000000, 00000000, 00, Taken, false
 662, 00000000, 00000000, 00, Taken, false
 663, 00408A5C, 0040C0E0, 00, Taken, true
 664, 00403A60, 00403A70, 11, NT   , true
 665, 00000000, 00000000, 00, Taken, false
 666, 00403A68, 0040C1EC, 00, Taken, true
 667, 00411A6C, 0040F2D4, 00, Taken, true
 668, 0040BA70, 0040BA88, 00, Taken, true
 669, 00407A74, 00407B54, 00, Taken, true
 670, 0040EA78, 0040EA88, 01, Taken, true
 671, 00407A7C, 00407D34, 00, Taken, true
 672, 00000000, 00000000, 00, Taken, false
 673, 00407A84, 00407D34, 00, Taken, true
 674, 00000000, 00000000, 00, Taken, false
 675, 00403A8C, 00403C48, 00, Taken, true
 676, 0040BA90, 00405FFC, 00, Taken, true
 677, 0040FA94, 0040FAE0, 01, Taken, true
 678, 00000000, 00000000, 00, Taken, false
 679, 00411A9C, 00411AB0, 01, Taken, true
 680, 00000000, 00000000, 00, Taken, false
 681, 00408AA4, 00402F3C, 00, Taken, true
 682, 0040BAA8, 00404518, 00, Taken, true
 683, 00000000, 00000000, 00, Taken, false
 684, 0040EAB0, 0040EB4C, 00, Taken, true
 685, 0040BAB4, 0040B9A0, 00, Taken, true
 686, 0040EAB8, 00411680, 01, Taken, true
 687, 00000000, 00000000, 00, Taken, false
 688, 0040BAC0, 004039A0, 00, Taken, true
 689, 0040AAC4, 0040B064, 00, Taken, true
 690, 00000000, 00000000, 00, Taken, false
 691, 00000000, 00000000, 00, Taken, false
 692, 00000000, 00000000, 00, Taken, false
 693, 0040BAD4, 004015EC, 00, Taken, true
 694, 00408AD8, 0040990C, 00, Taken, true
 695, 00000000, 00000000, 11, NT   , false
 696, 00000000, 00000000, 11, NT   , false
 697, 00411AE4, 00411AD4, 01, Taken, true
 698, 00000000, 00000000, 00, NT   , false
 699, 0040FAEC, 0040FB0C, 01, Taken, true
 700, 00000000, 00000000, 00, Taken, false
 701, 0040AAF4, 0040A23C, 00, Taken, true
 702, 00000000, 00000000, 00, NT   , false
 703, 0040AAFC, 0040AB9C, 00, Taken, true
 704, 00403B00, 00403B1C, 00, Taken, true
 705, 0040EB04, 00411650, 01, Taken, true
 706, 00408B08, 00402CC0, 00, Taken, true
 707, 00000000, 00000000, 00, NT   , false
 708, 00000000, 00000000, 01, Taken, false
 709, 0040FB14, 0040FB50, 01, Taken, true
 710, 0040AB18, 0040AB78, 00, Taken, true
 711, 00000000, 00000000, 01, NT   , false
 712, 00000000, 00000000, 00, NT   , false
 713, 00000000, 00000000, 01, NT   , false
 714, 00000000, 00000000, 01, Taken, false
 715, 00408B2C, 0040997C, 00, Taken, true
 716, 00000000, 00000000, 00, NT   , false
 717, 00000000, 00000000, 11, NT   , false
 718, 00411B38, 00411B4C, 00, Taken, true
 719, 00000000, 00000000, 00, Taken, false
 720, 00403B40, 0040A820, 00, Taken, true
 721, 00408B44, 0040C0E0, 00, Taken, true
 722, 00403B48, 00403BF8, 00, Taken, true
 723, 00000000, 00000000, 00, Taken, false
 724, 00408B50, 004094CC, 00, Taken, true
 725, 00000000, 00000000, 00, Taken, false
 726, 0040EB58, 0040EB70, 11, NT   , true
 727, 0040FB5C, 0040FBA8, 01, Taken, true
 728, 00408B60, 00402EDC, 00, Taken, true
 729, 00000000, 00000000, 00, Taken, false
 730, 00000000, 00000000, 00, Taken, false
 731, 00407B6C, 00407A78, 00, Taken, true
 732, 00000000, 00000000, 00, Taken, false
 733, 00407B74, 00407BB4, 00, Taken, true
 734, 00000000, 00000000, 00, Taken, false
 735, 0040AB7C, 00402D00, 00, Taken, true
 736, 0040CB80, 0040EA40, 01, Taken, true
 737, 0040AB84, 0040AB90, 00, Taken, true
 738, 0040EB88, 0040EBB0, 11, NT   , true
 739, 0040AB8C, 0040AB94, 00, Taken, true
 740, 0040CB90, 004055EC, 01, Taken, true
 741, 0040EB94, 0040EBA4, 00, Taken, true
 742, 0040AB98, 0040ABB0, 00, Taken, true
 743, 00000000, 00000000, 00, Taken, false
 744, 00000000, 00000000, 00, Taken, false
 745, 00000000, 00000000, 11, NT   , false
 746, 0040ABA8, 0040AB0C, 00, Taken, true
 747, 0040EBAC, 0040EB8C, 11, NT   , true
 748, 00000000, 00000000, 00, NT   , false
 749, 0040ABB4, 0040B064, 00, Taken, true
 750, 00000000, 00000000, 00, NT   , false
 751, 0040ABBC, 0040AAF0, 11, NT   , true
 752, 0040FBC0, 0040FBF8, 01, Taken, true
 753, 0040ABC4, 004051EC, 00, Taken, true
 754, 00000000, 00000000, 00, NT   , false
 755, 00407BCC, 00407A80, 00, Taken, true
 756, 00000000, 00000000, 00, Taken, false
 757, 0040FBD4, 0040FBE4, 01, Taken, true
 758, 0040EBD8, 0040EC24, 00, Taken, true
 759, 00000000, 00000000, 00, NT   , false
 760, 00000000, 00000000, 00, NT   , false
 761, 00000000, 00000000, 00, NT   , false
 762, 0040FBE8, 00411EA0, 01, Taken, true
 763, 00000000, 00000000, 00, NT   , false
 764, 0040EBF0, 0040EBFC, 00, Taken, true
 765, 00000000, 00000000, 01, Taken, false
 766, 00000000, 00000000, 00, NT   , false
 767, 0040FBFC, 00411F50, 01, Taken, true
 768, 00000000, 00000000, 01, NT   , false
 769, 00403C04, 0040B480, 00, Taken, true
 770, 0040AC08, 0040A87C, 00, Taken, true
 771, 00000000, 00000000, 01, Taken, false
 772, 00000000, 00000000, 00, NT   , false
 773, 00000000, 00000000, 00, NT   , false
 774, 0040CC18, 0040CC38, 11, NT   , true
 775, 00000000, 00000000, 00, NT   , false
 776, 00403C20, 00404518, 00, Taken, true
 777, 00000000, 00000000, 00, NT   , false
 778, 00000000, 00000000, 00, NT   , false
 779, 00405C2C, 00405FE0, 00, Taken, true
 780, 00000000, 00000000, 00, NT   , false
 781, 0040CC34, 0040CC44, 00, Taken, true
 782, 00408C38, 0040C304, 00, Taken, true
 783, 00405C3C, 00403CDC, 00, Taken, true
 784, 00000000, 00000000, 00, NT   , false
 785, 00408C44, 0040C304, 01, Taken, true
 786, 00000000, 00000000, 00, NT   , false
 787, 00403C4C, 00403C5C, 00, Taken, true
 788, 0040CC50, 0040536C, 00, Taken, true
 789, 00000000, 00000000, 00, NT   , false
 790, 00000000, 00000000, 00, NT   , false
 791, 00405C5C, 00403CDC, 00, Taken, true
 792, 0040EC60, 0040EC68, 00, Taken, true
 793, 00408C64, 00408C80, 00, Taken, true
 794, 00000000, 00000000, 00, NT   , false
 795, 00405C6C, 00405FE0, 00, Taken, true
 796, 0040EC70, 0040EC80, 00, Taken, true
 797, 0040FC74, 0040FC88, 01, Taken, true
 798, 00403C78, 00403CA0, 00, Taken, true
 799, 00405C7C, 00403CDC, 00, Taken, true
 800, 00000000, 00000000, 10, NT   , false
 801, 00408C84, 00408DC4, 00, Taken, true
 802, 0040EC88, 0040EC98, 00, Taken, true
 803, 0040CC8C, 0040CC98, 00, Taken, true
 804, 00000000, 00000000, 00, NT   , false
 805, 00000000, 00000000, 00, NT   , false
 806, 00403C98, 00403CE8, 01, Taken, true
 807, 00000000, 00000000, 00, Taken, false
 808, 0040ECA0, 00411650, 00, Taken, true
 809, 0040CCA4, 0040554C, 00, Taken, true
 810, 0040FCA8, 0040CC40, 01, Taken, true
 811, 0040CCAC, 004039CC, 00, Taken, true
 812, 00403CB0, 00403CC8, 11, NT   , true
 813, 0040CCB4, 00404F14, 01, Taken, true
 814, 00000000, 00000000, 00, Taken, false
 815, 00403CBC, 00403EE4, 00, Taken, true
 816, 00000000, 00000000, 00, Taken, false
 817, 00400CC4, 00400CFC, 00, Taken, true
 818, 00000000, 00000000, 00, Taken, false
 819, 0040BCCC, 0040B9A0, 00, Taken, true
 820, 0040ECD0, 0040ECE8, 11, NT   , true
 821, 00402CD4, 00403104, 00, Taken, true
 822, 00403CD8, 004076F0, 00, Taken, true
 823, 0040FCDC, 0040FD28, 01, Taken, true
 824, 00403CE0, 00403E1C, 00, Taken, true
 825, 0040ECE4, 0040ECD4, 01, Taken, true
 826, 00000000, 00000000, 11, NT   , false
 827, 00000000, 00000000, 11, NT   , false
 828, 00000000, 00000000, 00, NT   , false
 829, 0040ECF4, 0040EBDC, 00, Taken, true
 830, 00000000, 00000000, 01, Taken, false
 831, 00402CFC, 0040C1D0, 00, Taken, true
 832, 00000000, 00000000, 00, NT   , false
 833, 00000000, 00000000, 00, NT   , false
 834, 00000000, 00000000, 00, NT   , false
 835, 00000000, 00000000, 00, NT   , false
 836, 00402D10, 00403104, 00, Taken, true
 837, 00000000, 00000000, 01, Taken, false
 838, 00000000, 00000000, 00, NT   , false
 839, 00400D1C, 00404518, 00, Taken, true
 840, 00000000, 00000000, 00, NT   , false
 841, 00000000, 00000000, 00, NT   , false
 842, 00000000, 00000000, 00, NT   , false
 843, 00402D2C, 00403F6C, 00, Taken, true
 844, 0040FD30, 0040FD4C, 01, Taken, true
 845, 00000000, 00000000, 00, NT   , false
 846, 00000000, 00000000, 00, NT   , false
 847, 00403D3C, 00403D48, 00, Taken, true
 848, 00402D40, 00403104, 00, Taken, true
 849, 00000000, 00000000, 00, NT   , false
 850, 0040BD48, 0040A84C, 00, Taken, true
 851, 00400D4C, 00402CC0, 00, Taken, true
 852, 00000000, 00000000, 00, NT   , false
 853, 0040BD54, 0040BD64, 00, Taken, true
 854, 00407D58, 00402F3C, 00, Taken, true
 855, 00402D5C, 0040C1B4, 00, Taken, true
 856, 00403D60, 00403EE4, 00, Taken, true
 857, 00409D64, 00409D4C, 01, Taken, true
 858, 00000000, 00000000, 00, NT   , false
 859, 00400D6C, 00402CC0, 00, Taken, true
 860, 0040BD70, 00407744, 00, Taken, true
 861, 00403D74, 00404010, 00, Taken, true
 862, 00000000, 00000000, 00, Taken, false
 863, 0040BD7C, 0040BDA4, 01, Taken, true
 864, 00402D80, 00403104, 00, Taken, true
 865, 00000000, 00000000, 10, NT   , false
 866, 00000000, 00000000, 00, NT   , false
 867, 00402D8C, 004031F8, 00, Taken, true
 868, 00000000, 00000000, 01, Taken, false
 869, 00400D94, 00400CC8, 00, Taken, true
 870, 00407D98, 00407790, 00, Taken, true
 871, 0040FD9C, 00411F70, 01, Taken, true
 872, 0040BDA0, 0040BD74, 00, Taken, true
 873, 0040FDA4, 0040FDC8, 01, Taken, true
 874, 00000000, 00000000, 11, NT   , false
 875, 00000000, 00000000, 00, NT   , false
 876, 0040BDB0, 0040BDBC, 00, Taken, true
 877, 00000000, 00000000, 01, NT   , false
 878, 0040BDB8, 0040BEAC, 01, Taken, true
 879, 00402DBC, 00402E3C, 00, Taken, true
 880, 00000000, 00000000, 00, Taken, false
 881, 00000000, 00000000, 00, NT   , false
 882, 00000000, 00000000, 00, Taken, false
 883, 0040FDCC, 00411EA0, 01, Taken, true
 884, 00402DD0, 00403104, 00, Taken, true
 885, 00000000, 00000000, 11, NT   , false
 886, 0040FDD8, 0040FD5C, 01, Taken, true
 887, 00000000, 00000000, 00, NT   , false
 888, 00000000, 00000000, 00, NT   , false
 889, 00408DE4, 0040C270, 00, Taken, true
 890, 00000000, 00000000, 00, NT   , false
 891, 00000000, 00000000, 00, NT   , false
 892, 00402DF0, 00402EB0, 00, Taken, true
 893, 00000000, 00000000, 00, NT   , false
 894, 00000000, 00000000, 10, NT   , false
 895, 00408DFC, 00408E0C, 00, Taken, true
 896, 0040BE00, 0040BEAC, 00, Taken, true
 897, 00000000, 00000000, 00, NT   , false
 898, 00000000, 00000000, 10, NT   , false
 899, 00408E0C, 0040C304, 00, Taken, true
 900, 00000000, 00000000, 10, NT   , false
 901, 00000000, 00000000, 00, NT   , false
 902, 00000000, 00000000, 00, NT   , false
 903, 00403E1C, 00403A44, 00, Taken, true
 904, 00000000, 00000000, 00, NT   , false
 905, 00000000, 00000000, 00, NT   , false
 906, 00000000, 00000000, 00, Taken, false
 907, 00408E2C, 00408E3C, 00, Taken, true
 908, 00000000, 00000000, 00, NT   , false
 909, 0040AE34, 00404518, 01, Taken, true
 910, 00000000, 00000000, 01, NT   , false
 911, 00408E3C, 00408E5C, 00, Taken, true
 912, 0040AE40, 00402D00, 01, Taken, true
 913, 00000000, 00000000, 00, NT   , false
 914, 00000000, 00000000, 10, NT   , false
 915, 00402E4C, 00402E5C, 01, Taken, true
 916, 00000000, 00000000, 00, NT   , false
 917, 00000000, 00000000, 00, NT   , false
 918, 00000000, 00000000, 10, NT   , false
 919, 00408E5C, 00408F98, 00, Taken, true
 920, 00000000, 00000000, 10, NT   , false
 921, 0040AE64, 0040A1C8, 01, Taken, true
 922, 00000000, 00000000, 00, NT   , false
 923, 0040AE6C, 0040AE80, 01, Taken, true
 924, 00000000, 00000000, 00, NT   , false
 925, 00000000, 00000000, 00, NT   , false
 926, 00000000, 00000000, 00, Taken, false
 927, 00407E7C, 00407FB4, 00, Taken, true
 928, 0040FE80, 0040FE9C, 01, Taken, true
 929, 00000000, 00000000, 00, NT   , false
 930, 00000000, 00000000, 01, NT   , false
 931, 00407E8C, 00403CDC, 00, Taken, true
 932, 00000000, 00000000, 00, Taken, false
 933, 00000000, 00000000, 00, NT   , false
 934, 00000000, 00000000, 00, NT   , false
 935, 00000000, 00000000, 00, NT   , false
 936, 00000000, 00000000, 00, Taken, false
