Index,PC,Target,State Machine,Prediction,Busy
   0,00405000,0040C0E0,00,Taken,True
   1,00408004,00408074,00,Taken,True
   2,00406008,0040BD4C,00,Taken,True
   3,00000000,00000000,00,Taken,False
   4,00405010,0040C0E0,00,Taken,True
   5,00000000,00000000,00,Taken,False
   6,00000000,00000000,00,Taken,False
   7,00000000,00000000,00,Taken,False
   8,0040C020,0040F4B0,00,Taken,True
   9,00408024,004080B8,00,Taken,True
  10,0040C028,0040C044,11,NT   ,True
  11,0040502C,0040C0E0,00,Taken,True
  12,00411030,0041103C,00,Taken,True
  13,00000000,00000000,00,Taken,False
  14,00404038,00404518,00,Taken,True
  15,0040B03C,0040B048,00,Taken,True
  16,00405040,0040B4D8,00,Taken,True
  17,00000000,00000000,00,Taken,False
  18,00405048,0040C0E0,00,Taken,True
  19,0041104C,0040F280,00,Taken,True
  20,00406050,00406060,11,NT   ,True
  21,0040C054,0040BFF8,00,Taken,True
  22,00405058,0040C0E0,00,Taken,True
  23,0040605C,0040606C,00,Taken,True
  24,0040B060,0040AF4C,00,Taken,True
  25,00404064,00404074,00,Taken,True
  26,00405068,0040C0E0,00,Taken,True
  27,00000000,00000000,00,Taken,False
  28,0040A070,0040B494,00,Taken,True
  29,00405074,0040C0E0,00,Taken,True
  30,0040A078,0040A09C,00,Taken,True
  31,0040607C,00406098,00,Taken,True
  32,00405080,0040C0E0,00,Taken,True
  33,0040C084,00402D30,00,Taken,True
  34,00000000,00000000,00,Taken,False
  35,00000000,00000000,00,Taken,False
  36,00405090,0040C0E0,00,Taken,True
  37,00406094,00406044,00,Taken,True
  38,00404098,004040B8,00,Taken,True
  39,0040609C,004060C4,00,Taken,True
  40,0040A0A0,00402F0C,00,Taken,True
  41,00000000,00000000,00,Taken,False
  42,0040B0A8,0040B0E8,10,NT   ,True
  43,00000000,00000000,00,Taken,False
  44,0040B0B0,004051EC,00,Taken,True
  45,004050B4,0040C0E0,00,Taken,True
  46,0040B0B8,004053B0,00,Taken,True
  47,004040BC,0040C170,00,Taken,True
  48,00000000,00000000,00,Taken,False
  49,004080C4,004082D8,00,Taken,True
  50,0040A0C8,0040E640,00,Taken,True
  51,004060CC,00405C30,00,Taken,True
  52,00000000,00000000,00,Taken,False
  53,0040A0D4,004057CC,00,Taken,True
  54,004050D8,0040C0E0,00,Taken,True
  55,004040DC,00404150,00,Taken,True
  56,0040B0E0,0040B0AC,11,NT   ,True
  57,00000000,00000000,00,Taken,False
  58,0040A0E8,0040A0FC,00,Taken,True
  59,004060EC,0040B9A0,00,Taken,True
  60,00000000,00000000,00,Taken,False
  61,00000000,00000000,00,Taken,False
  62,004060F8,0040BD4C,00,Taken,True
  63,0040C0FC,004051C0,00,Taken,True
  64,00405100,0040C0E0,00,Taken,True
  65,00404104,00404114,00,Taken,True
  66,00406108,00402CC0,00,Taken,True
  67,0040C10C,0040C124,11,NT   ,True
  68,0040A110,00405800,00,Taken,True
  69,00405114,0040C0E0,00,Taken,True
  70,00403118,0040314C,11,NT   ,True
  71,00000000,00000000,00,Taken,False
  72,00403120,00403238,00,Taken,True
  73,00000000,00000000,00,Taken,False
  74,00405128,0040C0E0,00,Taken,True
  75,0040C12C,00402E6C,00,Taken,True
  76,00403130,0040314C,00,Taken,True
  77,00000000,00000000,00,Taken,False
  78,0040A138,0040A1C8,00,Taken,True
  79,0040613C,00404518,00,Taken,True
  80,00405140,0040C0E0,00,Taken,True
  81,00000000,00000000,00,Taken,False
  82,0040C148,0040C154,00,Taken,True
  83,0040414C,00403D78,00,Taken,True
  84,0040C150,0040C160,00,Taken,True
  85,0040A154,0040A164,00,Taken,True
  86,00406158,0040B9A0,00,Taken,True
  87,0040515C,0040C0E0,00,Taken,True
  88,00000000,00000000,00,Taken,False
  89,00406164,00402D00,00,Taken,True
  90,00405168,0040C0E0,00,Taken,True
  91,0040616C,00406178,10,NT   ,True
  92,0040A170,0040A1C8,00,Taken,True
  93,00406174,0040617C,00,Taken,True
  94,00403178,00402D14,00,Taken,True
  95,0040C17C,00402D30,00,Taken,True
  96,00405180,0040C0E0,00,Taken,True
  97,00000000,00000000,00,Taken,False
  98,00406188,00406154,11,NT   ,True
  99,0040C18C,004040C0,00,Taken,True
 100,00000000,00000000,00,Taken,False
 101,00403194,0040EAA0,00,Taken,True
 102,00405198,0040C0E0,00,Taken,True
 103,0040419C,004044D0,00,Taken,True
 104,0040B1A0,0040B1A8,00,Taken,True
 105,004061A4,00403CDC,00,Taken,True
 106,00000000,00000000,00,Taken,False
 107,00000000,00000000,00,Taken,False
 108,0040C1B0,00402D30,00,Taken,True
 109,00000000,00000000,00,Taken,False
 110,00000000,00000000,00,Taken,False
 111,004051BC,0040C0E0,00,Taken,True
 112,00000000,00000000,00,Taken,False
 113,0040A1C4,00405664,00,Taken,True
 114,00000000,00000000,00,Taken,False
 115,0040C1CC,00402CC0,00,Taken,True
 116,00000000,00000000,00,Taken,False
 117,004051D4,00405628,00,Taken,True
 118,00000000,00000000,00,Taken,False
 119,004041DC,0040421C,00,Taken,True
 120,0040A1E0,0040A1E8,11,NT   ,True
 121,00000000,00000000,00,Taken,False
 122,0040C1E8,004041D0,00,Taken,True
 123,004051EC,004051F8,00,Taken,True
 124,0040A1F0,0040A23C,00,Taken,True
 125,004031F4,00403218,00,Taken,True
 126,004041F8,004044D0,00,Taken,True
 127,00000000,00000000,00,Taken,False
 128,0040C200,0040C248,00,Taken,True
 129,0040A204,0040A23C,00,Taken,True
 130,00000000,00000000,00,Taken,False
 131,0040520C,004052BC,00,Taken,True
 132,0040C210,0040C238,00,Taken,True
 133,0040A214,0040A224,00,Taken,True
 134,00404218,004041C0,00,Taken,True
 135,0040F21C,0040EAA0,00,Taken,True
 136,00404220,00404360,00,Taken,True
 137,00403224,0040E6B0,00,Taken,True
 138,0040F228,0040F234,00,Taken,True
 139,00000000,00000000,00,Taken,False
 140,00000000,00000000,00,Taken,False
 141,00403234,00402D90,00,Taken,True
 142,0040A238,0040A174,00,Taken,True
 143,0040F23C,00411860,00,Taken,True
 144,00000000,00000000,00,Taken,False
 145,00403244,00403278,00,Taken,True
 146,0040B248,0040B254,10,NT   ,True
 147,00000000,00000000,00,Taken,False
 148,0040A250,004051EC,00,Taken,True
 149,00000000,00000000,00,Taken,False
 150,0040B258,0040B2BC,00,Taken,True
 151,0040A25C,0040A268,00,Taken,True
 152,00000000,00000000,00,Taken,False
 153,00403264,0040364C,00,Taken,True
 154,00410268,004102EC,11,NT   ,True
 155,0040C26C,00408C0C,00,Taken,True
 156,0040A270,0040AFFC,00,Taken,True
 157,00403274,00403124,00,Taken,True
 158,0040C278,0040C288,00,Taken,True
 159,00000000,00000000,00,Taken,False
 160,0040A280,0040A28C,00,Taken,True
 161,00000000,00000000,00,Taken,False
 162,00403288,004032FC,00,Taken,True
 163,00000000,00000000,00,Taken,False
 164,0040F290,0040F284,11,NT   ,True
 165,00403294,004032FC,00,Taken,True
 166,0040F298,0040B2F8,00,Taken,True
 167,0041029C,004102C0,00,Taken,True
 168,00000000,00000000,00,Taken,False
 169,0040A2A4,0040AEA8,00,Taken,True
 170,00000000,00000000,00,Taken,False
 171,00000000,00000000,00,Taken,False
 172,0040F2B0,00411A70,00,Taken,True
 173,00000000,00000000,00,Taken,False
 174,0040A2B8,0040A334,00,Taken,True
 175,0040C2BC,0040C2CC,00,Taken,True
 176,004032C0,004032FC,00,Taken,True
 177,00000000,00000000,00,Taken,False
 178,0040C2C8,0040C2F8,00,Taken,True
 179,00000000,00000000,00,Taken,False
 180,004052D0,004053A0,00,Taken,True
 181,004032D4,004032B0,11,NT   ,True
 182,0040C2D8,0040C2A8,11,NT   ,True
 183,004032DC,00403498,00,Taken,True
 184,0040B2E0,0040B2E8,00,Taken,True
 185,0040A2E4,0040A314,11,NT   ,True
 186,0040C2E8,0040C298,11,NT   ,True
 187,004102EC,0041031C,11,NT   ,True
 188,00000000,00000000,00,Taken,False
 189,0040B2F4,0040F280,00,Taken,True
 190,004052F8,00405364,00,Taken,True
 191,00000000,00000000,00,Taken,False
 192,0040C300,0040C204,00,Taken,True
 193,00000000,00000000,00,Taken,False
 194,00000000,00000000,00,Taken,False
 195,00000000,00000000,00,Taken,False
 196,00403310,00403410,11,NT   ,True
 197,00000000,00000000,00,Taken,False
 198,00401318,00404518,00,Taken,True
 199,00000000,00000000,00,Taken,False
 200,00000000,00000000,00,Taken,False
 201,00000000,00000000,00,Taken,False
 202,00000000,00000000,00,Taken,False
 203,00000000,00000000,00,Taken,False
 204,00403330,0040339C,11,NT   ,True
 205,00000000,00000000,00,Taken,False
 206,0040C338,0040C348,00,Taken,True
 207,00000000,00000000,00,Taken,False
 208,00403340,00403728,00,Taken,True
 209,00401344,0040BA94,00,Taken,True
 210,00403348,0040336C,10,NT   ,True
 211,0040134C,00401380,00,Taken,True
 212,00000000,00000000,00,Taken,False
 213,0040C354,0040C324,11,NT   ,True
 214,00000000,00000000,00,Taken,False
 215,0040B35C,0040F830,00,Taken,True
 216,00410360,0041100C,00,Taken,True
 217,00404364,004043F8,00,Taken,True
 218,00403368,00403320,00,Taken,True
 219,00000000,00000000,00,Taken,False
 220,00403370,004037B8,00,Taken,True
 221,0040C374,00408C48,00,Taken,True
 222,00403378,0040339C,00,Taken,True
 223,0040137C,00401394,00,Taken,True
 224,00405380,004053A4,00,Taken,True
 225,0040B384,0040AFB0,00,Taken,True
 226,00000000,00000000,00,Taken,False
 227,0040138C,00401334,10,NT   ,True
 228,00000000,00000000,00,Taken,False
 229,00405394,004053A4,00,Taken,True
 230,00000000,00000000,00,Taken,False
 231,0040B39C,00402D00,00,Taken,True
 232,004033A0,00403414,01,Taken,True
 233,004013A4,00403CDC,00,Taken,True
 234,00000000,00000000,00,Taken,False
 235,004053AC,0040ABC8,00,Taken,True
 236,004113B0,004113D4,11,NT   ,True
 237,004033B4,00403400,10,NT   ,True
 238,004053B8,004053C4,00,Taken,True
 239,004033BC,004037B8,00,Taken,True
 240,0040C3C0,0040C414,11,NT   ,True
 241,004033C4,004033EC,10,NT   ,True
 242,0040B3C8,00402EDC,00,Taken,True
 243,00000000,00000000,00,Taken,False
 244,004113D0,004113FC,00,Taken,True
 245,00000000,00000000,00,Taken,False
 246,004053D8,00405460,00,Taken,True
 247,004033DC,00403320,00,Taken,True
 248,00000000,00000000,00,Taken,False
 249,0040B3E4,0040B638,00,Taken,True
 250,0040C3E8,0040C3F4,11,NT   ,True
 251,00000000,00000000,00,Taken,False
 252,0040C3F0,0040C418,00,Taken,True
 253,00000000,00000000,00,Taken,False
 254,004033F8,0040339C,00,Taken,True
 255,004043FC,00404484,00,Taken,True
 256,0040C400,0040C3D4,00,Taken,True
 257,0040B404,00404518,00,Taken,True
 258,00411408,004113A0,11,NT   ,True
 259,0040340C,0040339C,00,Taken,True
 260,00000000,00000000,00,Taken,False
 261,00411414,00410254,00,Taken,True
 262,00402418,00404518,00,Taken,True
 263,00000000,00000000,00,Taken,False
 264,00000000,00000000,00,Taken,False
 265,00403424,004032C4,00,Taken,True
 266,00000000,00000000,00,Taken,False
 267,00000000,00000000,00,Taken,False
 268,00000000,00000000,00,Taken,False
 269,0040B434,00402D00,00,Taken,True
 270,00000000,00000000,00,Taken,False
 271,00000000,00000000,00,Taken,False
 272,0040B440,00402D00,00,Taken,True
 273,00000000,00000000,00,Taken,False
 274,00000000,00000000,00,Taken,False
 275,00000000,00000000,00,Taken,False
 276,00000000,00000000,00,Taken,False
 277,00000000,00000000,00,Taken,False
 278,0040B458,00402F3C,00,Taken,True
 279,00000000,00000000,00,Taken,False
 280,00000000,00000000,00,Taken,False
 281,00405464,004051EC,00,Taken,True
 282,00403468,004032FC,00,Taken,True
 283,00000000,00000000,00,Taken,False
 284,00000000,00000000,00,Taken,False
 285,00000000,00000000,00,Taken,False
 286,00402478,004024C4,00,Taken,True
 287,0040347C,00403454,11,NT   ,True
 288,00405480,0040B080,00,Taken,True
 289,00000000,00000000,00,Taken,False
 290,00404488,004044B4,00,Taken,True
 291,00000000,00000000,00,Taken,False
 292,0040B490,0040A2E0,00,Taken,True
 293,00403494,00403770,00,Taken,True
 294,00000000,00000000,00,Taken,False
 295,0040A49C,0040BCC0,00,Taken,True
 296,00000000,00000000,00,Taken,False
 297,004124A4,00411FB0,00,Taken,True
 298,00000000,00000000,00,Taken,False
 299,0040A4AC,0040BA08,00,Taken,True
 300,0040B4B0,0040B4BC,11,NT   ,True
 301,00000000,00000000,00,Taken,False
 302,0040A4B8,0040BD4C,00,Taken,True
 303,0040F4BC,0040F4E4,10,NT   ,True
 304,0040A4C0,00402D00,00,Taken,True
 305,0040F4C4,0040F4EC,11,NT   ,True
 306,0040B4C8,0040B4A8,00,Taken,True
 307,004044CC,004040EC,00,Taken,True
 308,004024D0,0040C190,00,Taken,True
 309,00000000,00000000,00,Taken,False
 310,0040F4D8,0040F4B4,00,Taken,True
 311,004034DC,004034EC,00,Taken,True
 312,0040F4E0,0040C024,00,Taken,True
 313,0040B4E4,00403054,00,Taken,True
 314,0040F4E8,0040C024,00,Taken,True
 315,004124EC,00411A88,00,Taken,True
 316,0040F4F0,0040BFA0,00,Taken,True
 317,0040A4F4,00403B44,00,Taken,True
 318,004024F8,0040244C,00,Taken,True
 319,00000000,00000000,00,Taken,False
 320,00000000,00000000,00,Taken,False
 321,00403504,00403600,11,NT   ,True
 322,00000000,00000000,00,Taken,False
 323,00000000,00000000,00,Taken,False
 324,00403510,004035B8,00,Taken,True
 325,00404514,004041FC,00,Taken,True
 326,00000000,00000000,00,Taken,False
 327,0040251C,00401868,00,Taken,True
 328,00000000,00000000,00,Taken,False
 329,0040B524,0040B504,11,NT   ,True
 330,00000000,00000000,00,Taken,False
 331,0040952C,004094F4,11,NT   ,True
 332,00000000,00000000,00,Taken,False
 333,00000000,00000000,00,Taken,False
 334,00000000,00000000,00,Taken,False
 335,0040953C,00404518,00,Taken,True
 336,00000000,00000000,00,Taken,False
 337,00000000,00000000,00,Taken,False
 338,00405548,0040CC54,00,Taken,True
 339,0040954C,00402D00,00,Taken,True
 340,00000000,00000000,00,Taken,False
 341,00000000,00000000,00,Taken,False
 342,00405558,00409D58,00,Taken,True
 343,0040B55C,0040B53C,11,NT   ,True
 344,0040F560,0040F568,00,Taken,True
 345,00000000,00000000,00,Taken,False
 346,00409568,00402CC0,00,Taken,True
 347,00000000,00000000,00,Taken,False
 348,00000000,00000000,00,Taken,False
 349,0040F574,0040AF20,00,Taken,True
 350,00000000,00000000,00,Taken,False
 351,00000000,00000000,00,Taken,False
 352,00000000,00000000,00,Taken,False
 353,00404584,00404590,00,Taken,True
 354,00000000,00000000,00,Taken,False
 355,00000000,00000000,00,Taken,False
 356,00000000,00000000,00,Taken,False
 357,0040B594,0040B574,11,NT   ,True
 358,00409598,00408B54,00,Taken,True
 359,00000000,00000000,00,Taken,False
 360,004075A0,0040B9A0,00,Taken,True
 361,00000000,00000000,00,Taken,False
 362,0040B5A8,0040B388,00,Taken,True
 363,004075AC,0040BD4C,00,Taken,True
 364,00000000,00000000,00,Taken,False
 365,00000000,00000000,00,Taken,False
 366,004045B8,00404570,11,NT   ,True
 367,004075BC,004075D0,10,NT   ,True
 368,00000000,00000000,00,Taken,False
 369,004015C4,00404518,00,Taken,True
 370,004075C8,004075D4,00,Taken,True
 371,00000000,00000000,00,Taken,False
 372,0040B5D0,0040B388,00,Taken,True
 373,00000000,00000000,00,Taken,False
 374,004045D8,00403F18,00,Taken,True
 375,004035DC,004035EC,00,Taken,True
 376,00000000,00000000,00,Taken,False
 377,0040B5E4,0040B388,00,Taken,True
 378,00000000,00000000,00,Taken,False
 379,004115EC,0040E688,00,Taken,True
 380,004055F0,00405800,00,Taken,True
 381,00000000,00000000,00,Taken,False
 382,004035F8,00403604,00,Taken,True
 383,004115FC,00411608,00,Taken,True
 384,00405600,00405620,00,Taken,True
 385,00000000,00000000,00,Taken,False
 386,00000000,00000000,00,Taken,False
 387,0041160C,0040E774,00,Taken,True
 388,00403610,004034F4,00,Taken,True
 389,00408614,00408628,00,Taken,True
 390,00000000,00000000,00,Taken,False
 391,00000000,00000000,00,Taken,False
 392,0040B620,0040B388,00,Taken,True
 393,00408624,00403CDC,00,Taken,True
 394,00000000,00000000,00,Taken,False
 395,0040562C,00405840,00,Taken,True
 396,00000000,00000000,00,Taken,False
 397,0040B634,0040B388,00,Taken,True
 398,00000000,00000000,00,Taken,False
 399,0040863C,0040B9A0,00,Taken,True
 400,00000000,00000000,00,Taken,False
 401,00405644,0040E760,00,Taken,True
 402,00403648,004032EC,00,Taken,True
 403,0040864C,0040B9A0,00,Taken,True
 404,00000000,00000000,00,Taken,False
 405,00000000,00000000,00,Taken,False
 406,00403658,00403664,00,Taken,True
 407,00000000,00000000,00,Taken,False
 408,00408660,0040BD4C,00,Taken,True
 409,00000000,00000000,00,Taken,False
 410,00405668,0040E760,00,Taken,True
 411,00000000,00000000,00,Taken,False
 412,00411670,0040ECA4,00,Taken,True
 413,00000000,00000000,00,Taken,False
 414,00403678,0040F200,00,Taken,True
 415,00000000,00000000,00,Taken,False
 416,00408680,004086BC,00,Taken,True
 417,0040E684,0041020C,00,Taken,True
 418,00000000,00000000,00,Taken,False
 419,0041168C,00411698,00,Taken,True
 420,00000000,00000000,00,Taken,False
 421,00000000,00000000,00,Taken,False
 422,00000000,00000000,00,Taken,False
 423,0041169C,0040EABC,00,Taken,True
 424,0040E6A0,0040A0CC,00,Taken,True
 425,00000000,00000000,00,Taken,False
 426,0040C6A8,0040C698,11,NT   ,True
 427,00000000,00000000,00,Taken,False
 428,00000000,00000000,00,Taken,False
 429,0040C6B4,0040C6BC,00,Taken,True
 430,004026B8,00404518,00,Taken,True
 431,00000000,00000000,00,Taken,False
 432,004086C0,004086CC,00,Taken,True
 433,0040C6C4,0040C6D4,00,Taken,True
 434,00000000,00000000,00,Taken,False
 435,00000000,00000000,00,Taken,False
 436,004026D0,00405800,00,Taken,True
 437,00000000,00000000,00,Taken,False
 438,004026D8,0040E760,00,Taken,True
 439,004026DC,00402700,00,Taken,True
 440,00000000,00000000,00,Taken,False
 441,0040C6E4,0040C6EC,00,Taken,True
 442,00000000,00000000,00,Taken,False
 443,00000000,00000000,00,Taken,False
 444,0040C6F0,0040BFC8,00,Taken,True
 445,00000000,00000000,00,Taken,False
 446,00000000,00000000,00,Taken,False
 447,00000000,00000000,00,Taken,False
 448,00407700,00407714,00,Taken,True
 449,00408704,00408830,00,Taken,True
 450,0040C708,0040C100,00,Taken,True
 451,00000000,00000000,00,Taken,False
 452,00407710,00403CDC,00,Taken,True
 453,0040E714,0040E74C,11,NT   ,True
 454,00000000,00000000,00,Taken,False
 455,00000000,00000000,00,Taken,False
 456,00000000,00000000,00,Taken,False
 457,0040E724,0040E748,11,NT   ,True
 458,00407728,0040B9A0,00,Taken,True
 459,0040C72C,00402D00,00,Taken,True
 460,00000000,00000000,00,Taken,False
 461,00407734,0040B9A0,00,Taken,True
 462,00000000,00000000,00,Taken,False
 463,0040E73C,00403228,00,Taken,True
 464,00407740,0040BD4C,00,Taken,True
 465,00000000,00000000,00,Taken,False
 466,00000000,00000000,00,Taken,False
